site,species,scenario,occurence_years,overall_presence
19_152,Populuscanescens,rcp26,8,1
19_152,Populuscanescens,rcp45,7,0
19_152,Populuscanescens,rcp85,6,0
19_152,Populusnigra,rcp26,8,1
19_152,Populusnigra,rcp45,8,1
19_152,Populusnigra,rcp85,8,1
19_152,Populustremula,rcp26,6,0
19_152,Populustremula,rcp45,2,0
19_152,Populustremula,rcp85,2,0
19_152,Prunusavium,rcp26,8,1
19_152,Prunusavium,rcp45,7,0
19_152,Prunusavium,rcp85,6,0
19_152,Quercuscerris,rcp26,0,0
19_152,Quercuscerris,rcp45,0,0
19_152,Quercuscerris,rcp85,0,0
19_152,Quercuscoccifera,rcp26,0,0
19_152,Quercuscoccifera,rcp45,0,0
19_152,Quercuscoccifera,rcp85,0,0
19_152,Quercusfaginea,rcp26,0,0
19_152,Quercusfaginea,rcp45,0,0
19_152,Quercusfaginea,rcp85,0,0
19_152,Quercusfrainetto,rcp26,1,0
19_152,Quercusfrainetto,rcp45,1,0
19_152,Quercusfrainetto,rcp85,1,0
19_152,Quercusilex,rcp26,0,0
19_152,Quercusilex,rcp45,0,0
19_152,Quercusilex,rcp85,0,0
19_152,Quercuspetraea,rcp26,8,1
19_152,Quercuspetraea,rcp45,6,0
19_152,Quercuspetraea,rcp85,1,0
19_152,Quercuspubescens,rcp26,0,0
19_152,Quercuspubescens,rcp45,2,0
19_152,Quercuspubescens,rcp85,4,0
19_152,Quercuspyrenaica,rcp26,0,0
19_152,Quercuspyrenaica,rcp45,0,0
19_152,Quercuspyrenaica,rcp85,0,0
19_152,Quercusrobur,rcp26,8,1
19_152,Quercusrobur,rcp45,8,1
19_152,Quercusrobur,rcp85,8,1
19_152,Quercussuber,rcp26,0,0
19_152,Quercussuber,rcp45,0,0
19_152,Quercussuber,rcp85,0,0
19_152,Salixalba,rcp26,8,1
19_152,Salixalba,rcp45,8,1
19_152,Salixalba,rcp85,8,1
19_152,Salixfragilis,rcp26,2,0
19_152,Salixfragilis,rcp45,3,0
19_152,Salixfragilis,rcp85,3,0
19_152,Sorbusaria,rcp26,0,0
19_152,Sorbusaria,rcp45,0,0
19_152,Sorbusaria,rcp85,0,0
19_152,Sorbusaucuparia,rcp26,0,0
19_152,Sorbusaucuparia,rcp45,0,0
19_152,Sorbusaucuparia,rcp85,0,0
19_152,Sorbustorminalis,rcp26,3,0
19_152,Sorbustorminalis,rcp45,4,0
19_152,Sorbustorminalis,rcp85,4,0
19_152,Taxusbaccata,rcp26,0,0
19_152,Taxusbaccata,rcp45,0,0
19_152,Taxusbaccata,rcp85,0,0
19_152,Tiliacordata,rcp26,3,0
19_152,Tiliacordata,rcp45,1,0
19_152,Tiliacordata,rcp85,1,0
19_152,Tiliaplatyphyllos,rcp26,7,0
19_152,Tiliaplatyphyllos,rcp45,6,0
19_152,Tiliaplatyphyllos,rcp85,3,0
19_152,Tiliatomentosa,rcp26,0,0
19_152,Tiliatomentosa,rcp45,0,0
19_152,Tiliatomentosa,rcp85,0,0
19_152,Ulmusglabra,rcp26,1,0
19_152,Ulmusglabra,rcp45,0,0
19_152,Ulmusglabra,rcp85,0,0
19_152,Ulmuslaevis,rcp26,6,0
19_152,Ulmuslaevis,rcp45,2,0
19_152,Ulmuslaevis,rcp85,1,0
19_152,Ulmusminor,rcp26,8,1
19_152,Ulmusminor,rcp45,8,1
19_152,Ulmusminor,rcp85,8,1
19_153,Abiesalba,rcp26,0,0
19_153,Abiesalba,rcp45,0,0
19_153,Abiesalba,rcp85,0,0
19_153,Acercampestre,rcp26,8,1
19_153,Acercampestre,rcp45,8,1
19_153,Acercampestre,rcp85,8,1
19_153,Acerplatanoides,rcp26,4,0
19_153,Acerplatanoides,rcp45,3,0
19_153,Acerplatanoides,rcp85,0,0
19_153,Acerpseudoplatanus,rcp26,6,0
19_153,Acerpseudoplatanus,rcp45,2,0
19_153,Acerpseudoplatanus,rcp85,1,0
19_153,Aesculushippocastanum,rcp26,8,1
19_153,Aesculushippocastanum,rcp45,8,1
19_153,Aesculushippocastanum,rcp85,7,0
19_153,Alnusglutinosa,rcp26,0,0
19_153,Alnusglutinosa,rcp45,1,0
19_153,Alnusglutinosa,rcp85,1,0
19_153,Alnusincana,rcp26,0,0
19_153,Alnusincana,rcp45,0,0
19_153,Alnusincana,rcp85,0,0
19_153,Betulapendula,rcp26,1,0
19_153,Betulapendula,rcp45,0,0
19_153,Betulapendula,rcp85,0,0
19_153,Betulapubescens,rcp26,0,0
19_153,Betulapubescens,rcp45,0,0
19_153,Betulapubescens,rcp85,0,0
19_153,Carpinusbetulus,rcp26,8,1
19_153,Carpinusbetulus,rcp45,8,1
19_153,Carpinusbetulus,rcp85,8,1
19_153,Castaneasativa,rcp26,0,0
19_153,Castaneasativa,rcp45,2,0
19_153,Castaneasativa,rcp85,4,0
19_153,Fagussylvatica,rcp26,0,0
19_153,Fagussylvatica,rcp45,1,0
19_153,Fagussylvatica,rcp85,0,0
19_153,Fraxinusexcelsior,rcp26,8,1
19_153,Fraxinusexcelsior,rcp45,8,1
19_153,Fraxinusexcelsior,rcp85,6,0
19_153,Fraxinusornus,rcp26,0,0
19_153,Fraxinusornus,rcp45,0,0
19_153,Fraxinusornus,rcp85,0,0
19_153,Juglansregia,rcp26,6,0
19_153,Juglansregia,rcp45,8,1
19_153,Juglansregia,rcp85,7,0
19_153,Larixdecidua,rcp26,0,0
19_153,Larixdecidua,rcp45,0,0
19_153,Larixdecidua,rcp85,0,0
19_153,Ostryacarpinifolia,rcp26,0,0
19_153,Ostryacarpinifolia,rcp45,0,0
19_153,Ostryacarpinifolia,rcp85,0,0
19_153,Piceaabies,rcp26,0,0
19_153,Piceaabies,rcp45,0,0
19_153,Piceaabies,rcp85,0,0
19_153,Pinussylvestris,rcp26,0,0
19_153,Pinussylvestris,rcp45,0,0
19_153,Pinussylvestris,rcp85,0,0
19_153,Populusalba,rcp26,8,1
19_153,Populusalba,rcp45,8,1
19_153,Populusalba,rcp85,8,1
19_153,Populuscanescens,rcp26,8,1
19_153,Populuscanescens,rcp45,7,0
19_153,Populuscanescens,rcp85,6,0
19_153,Populusnigra,rcp26,8,1
19_153,Populusnigra,rcp45,8,1
19_153,Populusnigra,rcp85,8,1
19_153,Populustremula,rcp26,8,1
19_153,Populustremula,rcp45,4,0
19_153,Populustremula,rcp85,3,0
19_153,Prunusavium,rcp26,8,1
19_153,Prunusavium,rcp45,8,1
19_153,Prunusavium,rcp85,7,0
19_153,Quercuscerris,rcp26,0,0
19_153,Quercuscerris,rcp45,0,0
19_153,Quercuscerris,rcp85,0,0
19_153,Quercuscoccifera,rcp26,0,0
19_153,Quercuscoccifera,rcp45,0,0
19_153,Quercuscoccifera,rcp85,0,0
19_153,Quercusfaginea,rcp26,0,0
19_153,Quercusfaginea,rcp45,0,0
19_153,Quercusfaginea,rcp85,0,0
19_153,Quercusfrainetto,rcp26,1,0
19_153,Quercusfrainetto,rcp45,1,0
19_153,Quercusfrainetto,rcp85,0,0
19_153,Quercusilex,rcp26,0,0
19_153,Quercusilex,rcp45,0,0
19_153,Quercusilex,rcp85,0,0
19_153,Quercuspetraea,rcp26,8,1
19_153,Quercuspetraea,rcp45,6,0
19_153,Quercuspetraea,rcp85,4,0
19_153,Quercuspubescens,rcp26,0,0
19_153,Quercuspubescens,rcp45,1,0
19_153,Quercuspubescens,rcp85,5,0
19_153,Quercuspyrenaica,rcp26,0,0
19_153,Quercuspyrenaica,rcp45,0,0
19_153,Quercuspyrenaica,rcp85,0,0
19_153,Quercusrobur,rcp26,8,1
19_153,Quercusrobur,rcp45,8,1
19_153,Quercusrobur,rcp85,8,1
19_153,Quercussuber,rcp26,0,0
19_153,Quercussuber,rcp45,0,0
19_153,Quercussuber,rcp85,0,0
19_153,Salixalba,rcp26,8,1
19_153,Salixalba,rcp45,8,1
19_153,Salixalba,rcp85,8,1
19_153,Salixfragilis,rcp26,1,0
19_153,Salixfragilis,rcp45,3,0
19_153,Salixfragilis,rcp85,3,0
19_153,Sorbusaria,rcp26,0,0
19_153,Sorbusaria,rcp45,0,0
19_153,Sorbusaria,rcp85,0,0
19_153,Sorbusaucuparia,rcp26,0,0
19_153,Sorbusaucuparia,rcp45,0,0
19_153,Sorbusaucuparia,rcp85,0,0
19_153,Sorbustorminalis,rcp26,3,0
19_153,Sorbustorminalis,rcp45,4,0
19_153,Sorbustorminalis,rcp85,5,0
19_153,Taxusbaccata,rcp26,0,0
19_153,Taxusbaccata,rcp45,0,0
19_153,Taxusbaccata,rcp85,0,0
19_153,Tiliacordata,rcp26,5,0
19_153,Tiliacordata,rcp45,1,0
19_153,Tiliacordata,rcp85,1,0
19_153,Tiliaplatyphyllos,rcp26,8,1
19_153,Tiliaplatyphyllos,rcp45,6,0
19_153,Tiliaplatyphyllos,rcp85,6,0
19_153,Tiliatomentosa,rcp26,0,0
19_153,Tiliatomentosa,rcp45,0,0
19_153,Tiliatomentosa,rcp85,0,0
19_153,Ulmusglabra,rcp26,2,0
19_153,Ulmusglabra,rcp45,0,0
19_153,Ulmusglabra,rcp85,0,0
19_153,Ulmuslaevis,rcp26,6,0
19_153,Ulmuslaevis,rcp45,2,0
19_153,Ulmuslaevis,rcp85,1,0
19_153,Ulmusminor,rcp26,8,1
19_153,Ulmusminor,rcp45,8,1
19_153,Ulmusminor,rcp85,8,1
19_154,Abiesalba,rcp26,0,0
19_154,Abiesalba,rcp45,0,0
19_154,Abiesalba,rcp85,0,0
19_154,Acercampestre,rcp26,8,1
19_154,Acercampestre,rcp45,8,1
19_154,Acercampestre,rcp85,8,1
19_154,Acerplatanoides,rcp26,2,0
19_154,Acerplatanoides,rcp45,2,0
19_154,Acerplatanoides,rcp85,0,0
19_154,Acerpseudoplatanus,rcp26,7,0
19_154,Acerpseudoplatanus,rcp45,3,0
19_154,Acerpseudoplatanus,rcp85,2,0
19_154,Aesculushippocastanum,rcp26,8,1
19_154,Aesculushippocastanum,rcp45,8,1
19_154,Aesculushippocastanum,rcp85,7,0
19_154,Alnusglutinosa,rcp26,2,0
19_154,Alnusglutinosa,rcp45,0,0
19_154,Alnusglutinosa,rcp85,2,0
19_154,Alnusincana,rcp26,0,0
19_154,Alnusincana,rcp45,0,0
19_154,Alnusincana,rcp85,0,0
19_154,Betulapendula,rcp26,0,0
19_154,Betulapendula,rcp45,2,0
19_154,Betulapendula,rcp85,0,0
19_154,Betulapubescens,rcp26,0,0
19_154,Betulapubescens,rcp45,0,0
19_154,Betulapubescens,rcp85,0,0
19_154,Carpinusbetulus,rcp26,8,1
19_154,Carpinusbetulus,rcp45,8,1
19_154,Carpinusbetulus,rcp85,8,1
19_154,Castaneasativa,rcp26,0,0
19_154,Castaneasativa,rcp45,2,0
19_154,Castaneasativa,rcp85,3,0
19_154,Fagussylvatica,rcp26,2,0
19_154,Fagussylvatica,rcp45,1,0
19_154,Fagussylvatica,rcp85,1,0
19_154,Fraxinusexcelsior,rcp26,8,1
19_154,Fraxinusexcelsior,rcp45,8,1
19_154,Fraxinusexcelsior,rcp85,7,0
19_154,Fraxinusornus,rcp26,0,0
19_154,Fraxinusornus,rcp45,0,0
19_154,Fraxinusornus,rcp85,0,0
19_154,Juglansregia,rcp26,5,0
19_154,Juglansregia,rcp45,8,1
19_154,Juglansregia,rcp85,6,0
19_154,Larixdecidua,rcp26,0,0
19_154,Larixdecidua,rcp45,0,0
19_154,Larixdecidua,rcp85,0,0
19_154,Ostryacarpinifolia,rcp26,0,0
19_154,Ostryacarpinifolia,rcp45,0,0
19_154,Ostryacarpinifolia,rcp85,0,0
19_154,Piceaabies,rcp26,0,0
19_154,Piceaabies,rcp45,0,0
19_154,Piceaabies,rcp85,0,0
19_154,Pinussylvestris,rcp26,0,0
19_154,Pinussylvestris,rcp45,0,0
19_154,Pinussylvestris,rcp85,0,0
19_154,Populusalba,rcp26,8,1
19_154,Populusalba,rcp45,8,1
19_154,Populusalba,rcp85,8,1
19_154,Populuscanescens,rcp26,8,1
19_154,Populuscanescens,rcp45,8,1
19_154,Populuscanescens,rcp85,6,0
19_154,Populusnigra,rcp26,7,0
19_154,Populusnigra,rcp45,8,1
19_154,Populusnigra,rcp85,8,1
19_154,Populustremula,rcp26,8,1
19_154,Populustremula,rcp45,5,0
19_154,Populustremula,rcp85,3,0
19_154,Prunusavium,rcp26,8,1
19_154,Prunusavium,rcp45,8,1
19_154,Prunusavium,rcp85,7,0
19_154,Quercuscerris,rcp26,0,0
19_154,Quercuscerris,rcp45,0,0
19_154,Quercuscerris,rcp85,0,0
19_154,Quercuscoccifera,rcp26,0,0
19_154,Quercuscoccifera,rcp45,0,0
19_154,Quercuscoccifera,rcp85,0,0
19_154,Quercusfaginea,rcp26,0,0
19_154,Quercusfaginea,rcp45,0,0
19_154,Quercusfaginea,rcp85,0,0
19_154,Quercusfrainetto,rcp26,0,0
19_154,Quercusfrainetto,rcp45,0,0
19_154,Quercusfrainetto,rcp85,0,0
19_154,Quercusilex,rcp26,0,0
19_154,Quercusilex,rcp45,0,0
19_154,Quercusilex,rcp85,0,0
19_154,Quercuspetraea,rcp26,8,1
19_154,Quercuspetraea,rcp45,8,1
19_154,Quercuspetraea,rcp85,4,0
19_154,Quercuspubescens,rcp26,0,0
19_154,Quercuspubescens,rcp45,1,0
19_154,Quercuspubescens,rcp85,3,0
19_154,Quercuspyrenaica,rcp26,0,0
19_154,Quercuspyrenaica,rcp45,0,0
19_154,Quercuspyrenaica,rcp85,0,0
19_154,Quercusrobur,rcp26,8,1
19_154,Quercusrobur,rcp45,8,1
19_154,Quercusrobur,rcp85,8,1
19_154,Quercussuber,rcp26,0,0
19_154,Quercussuber,rcp45,0,0
19_154,Quercussuber,rcp85,0,0
19_154,Salixalba,rcp26,7,0
19_154,Salixalba,rcp45,6,0
19_154,Salixalba,rcp85,7,0
19_154,Salixfragilis,rcp26,1,0
19_154,Salixfragilis,rcp45,2,0
19_154,Salixfragilis,rcp85,2,0
19_154,Sorbusaria,rcp26,0,0
19_154,Sorbusaria,rcp45,0,0
19_154,Sorbusaria,rcp85,0,0
19_154,Sorbusaucuparia,rcp26,0,0
19_154,Sorbusaucuparia,rcp45,0,0
19_154,Sorbusaucuparia,rcp85,0,0
19_154,Sorbustorminalis,rcp26,3,0
19_154,Sorbustorminalis,rcp45,4,0
19_154,Sorbustorminalis,rcp85,5,0
19_154,Taxusbaccata,rcp26,0,0
19_154,Taxusbaccata,rcp45,0,0
19_154,Taxusbaccata,rcp85,0,0
19_154,Tiliacordata,rcp26,5,0
19_154,Tiliacordata,rcp45,1,0
19_154,Tiliacordata,rcp85,2,0
19_154,Tiliaplatyphyllos,rcp26,8,1
19_154,Tiliaplatyphyllos,rcp45,8,1
19_154,Tiliaplatyphyllos,rcp85,7,0
19_154,Tiliatomentosa,rcp26,0,0
19_154,Tiliatomentosa,rcp45,0,0
19_154,Tiliatomentosa,rcp85,0,0
19_154,Ulmusglabra,rcp26,1,0
19_154,Ulmusglabra,rcp45,0,0
19_154,Ulmusglabra,rcp85,0,0
19_154,Ulmuslaevis,rcp26,6,0
19_154,Ulmuslaevis,rcp45,3,0
19_154,Ulmuslaevis,rcp85,1,0
19_154,Ulmusminor,rcp26,8,1
19_154,Ulmusminor,rcp45,8,1
19_154,Ulmusminor,rcp85,8,1
19_157,Abiesalba,rcp26,0,0
19_157,Abiesalba,rcp45,0,0
19_157,Abiesalba,rcp85,0,0
19_157,Acercampestre,rcp26,8,1
19_157,Acercampestre,rcp45,8,1
19_157,Acercampestre,rcp85,8,1
19_157,Acerplatanoides,rcp26,1,0
19_157,Acerplatanoides,rcp45,2,0
19_157,Acerplatanoides,rcp85,1,0
19_157,Acerpseudoplatanus,rcp26,6,0
19_157,Acerpseudoplatanus,rcp45,3,0
19_157,Acerpseudoplatanus,rcp85,2,0
19_157,Aesculushippocastanum,rcp26,8,1
19_157,Aesculushippocastanum,rcp45,8,1
19_157,Aesculushippocastanum,rcp85,8,1
19_157,Alnusglutinosa,rcp26,1,0
19_157,Alnusglutinosa,rcp45,0,0
19_157,Alnusglutinosa,rcp85,2,0
19_157,Alnusincana,rcp26,0,0
19_157,Alnusincana,rcp45,0,0
19_157,Alnusincana,rcp85,0,0
19_157,Betulapendula,rcp26,0,0
19_157,Betulapendula,rcp45,1,0
19_157,Betulapendula,rcp85,0,0
19_157,Betulapubescens,rcp26,0,0
19_157,Betulapubescens,rcp45,0,0
19_157,Betulapubescens,rcp85,0,0
19_157,Carpinusbetulus,rcp26,8,1
19_157,Carpinusbetulus,rcp45,8,1
19_157,Carpinusbetulus,rcp85,8,1
19_157,Castaneasativa,rcp26,0,0
19_157,Castaneasativa,rcp45,2,0
19_157,Castaneasativa,rcp85,3,0
19_157,Fagussylvatica,rcp26,3,0
19_157,Fagussylvatica,rcp45,1,0
19_157,Fagussylvatica,rcp85,1,0
19_157,Fraxinusexcelsior,rcp26,8,1
19_157,Fraxinusexcelsior,rcp45,8,1
19_157,Fraxinusexcelsior,rcp85,7,0
19_157,Fraxinusornus,rcp26,0,0
19_157,Fraxinusornus,rcp45,0,0
19_157,Fraxinusornus,rcp85,0,0
19_157,Juglansregia,rcp26,6,0
19_157,Juglansregia,rcp45,8,1
19_157,Juglansregia,rcp85,5,0
19_157,Larixdecidua,rcp26,0,0
19_157,Larixdecidua,rcp45,0,0
19_157,Larixdecidua,rcp85,0,0
19_157,Ostryacarpinifolia,rcp26,0,0
19_157,Ostryacarpinifolia,rcp45,0,0
19_157,Ostryacarpinifolia,rcp85,0,0
19_157,Piceaabies,rcp26,0,0
19_157,Piceaabies,rcp45,0,0
19_157,Piceaabies,rcp85,0,0
19_157,Pinussylvestris,rcp26,0,0
19_157,Pinussylvestris,rcp45,0,0
19_157,Pinussylvestris,rcp85,0,0
19_157,Populusalba,rcp26,8,1
19_157,Populusalba,rcp45,8,1
19_157,Populusalba,rcp85,8,1
19_157,Populuscanescens,rcp26,8,1
19_157,Populuscanescens,rcp45,7,0
19_157,Populuscanescens,rcp85,6,0
19_157,Populusnigra,rcp26,7,0
19_157,Populusnigra,rcp45,8,1
19_157,Populusnigra,rcp85,7,0
19_157,Populustremula,rcp26,8,1
19_157,Populustremula,rcp45,5,0
19_157,Populustremula,rcp85,3,0
19_157,Prunusavium,rcp26,8,1
19_157,Prunusavium,rcp45,8,1
19_157,Prunusavium,rcp85,7,0
19_157,Quercuscerris,rcp26,0,0
19_157,Quercuscerris,rcp45,0,0
19_157,Quercuscerris,rcp85,0,0
19_157,Quercuscoccifera,rcp26,0,0
19_157,Quercuscoccifera,rcp45,0,0
19_157,Quercuscoccifera,rcp85,0,0
19_157,Quercusfaginea,rcp26,0,0
19_157,Quercusfaginea,rcp45,0,0
19_157,Quercusfaginea,rcp85,0,0
19_157,Quercusfrainetto,rcp26,0,0
19_157,Quercusfrainetto,rcp45,0,0
19_157,Quercusfrainetto,rcp85,0,0
19_157,Quercusilex,rcp26,0,0
19_157,Quercusilex,rcp45,0,0
19_157,Quercusilex,rcp85,0,0
19_157,Quercuspetraea,rcp26,8,1
19_157,Quercuspetraea,rcp45,8,1
19_157,Quercuspetraea,rcp85,4,0
19_157,Quercuspubescens,rcp26,0,0
19_157,Quercuspubescens,rcp45,1,0
19_157,Quercuspubescens,rcp85,3,0
19_157,Quercuspyrenaica,rcp26,0,0
19_157,Quercuspyrenaica,rcp45,0,0
19_157,Quercuspyrenaica,rcp85,0,0
19_157,Quercusrobur,rcp26,8,1
19_157,Quercusrobur,rcp45,8,1
19_157,Quercusrobur,rcp85,8,1
19_157,Quercussuber,rcp26,0,0
19_157,Quercussuber,rcp45,0,0
19_157,Quercussuber,rcp85,0,0
19_157,Salixalba,rcp26,7,0
19_157,Salixalba,rcp45,6,0
19_157,Salixalba,rcp85,7,0
19_157,Salixfragilis,rcp26,1,0
19_157,Salixfragilis,rcp45,2,0
19_157,Salixfragilis,rcp85,2,0
19_157,Sorbusaria,rcp26,0,0
19_157,Sorbusaria,rcp45,0,0
19_157,Sorbusaria,rcp85,0,0
19_157,Sorbusaucuparia,rcp26,0,0
19_157,Sorbusaucuparia,rcp45,0,0
19_157,Sorbusaucuparia,rcp85,0,0
19_157,Sorbustorminalis,rcp26,3,0
19_157,Sorbustorminalis,rcp45,5,0
19_157,Sorbustorminalis,rcp85,4,0
19_157,Taxusbaccata,rcp26,0,0
19_157,Taxusbaccata,rcp45,0,0
19_157,Taxusbaccata,rcp85,0,0
19_157,Tiliacordata,rcp26,5,0
19_157,Tiliacordata,rcp45,3,0
19_157,Tiliacordata,rcp85,2,0
19_157,Tiliaplatyphyllos,rcp26,8,1
19_157,Tiliaplatyphyllos,rcp45,7,0
19_157,Tiliaplatyphyllos,rcp85,7,0
19_157,Tiliatomentosa,rcp26,0,0
19_157,Tiliatomentosa,rcp45,0,0
19_157,Tiliatomentosa,rcp85,0,0
19_157,Ulmusglabra,rcp26,2,0
19_157,Ulmusglabra,rcp45,0,0
19_157,Ulmusglabra,rcp85,0,0
19_157,Ulmuslaevis,rcp26,6,0
19_157,Ulmuslaevis,rcp45,2,0
19_157,Ulmuslaevis,rcp85,2,0
19_157,Ulmusminor,rcp26,8,1
19_157,Ulmusminor,rcp45,8,1
19_157,Ulmusminor,rcp85,8,1
19_158,Abiesalba,rcp26,0,0
19_158,Abiesalba,rcp45,0,0
19_158,Abiesalba,rcp85,0,0
19_158,Acercampestre,rcp26,8,1
19_158,Acercampestre,rcp45,8,1
19_158,Acercampestre,rcp85,8,1
19_158,Acerplatanoides,rcp26,2,0
19_158,Acerplatanoides,rcp45,2,0
19_158,Acerplatanoides,rcp85,0,0
19_158,Acerpseudoplatanus,rcp26,6,0
19_158,Acerpseudoplatanus,rcp45,3,0
19_158,Acerpseudoplatanus,rcp85,2,0
19_158,Aesculushippocastanum,rcp26,8,1
19_158,Aesculushippocastanum,rcp45,8,1
19_158,Aesculushippocastanum,rcp85,8,1
19_158,Alnusglutinosa,rcp26,1,0
19_158,Alnusglutinosa,rcp45,0,0
19_158,Alnusglutinosa,rcp85,2,0
19_158,Alnusincana,rcp26,0,0
19_158,Alnusincana,rcp45,0,0
19_158,Alnusincana,rcp85,0,0
19_158,Betulapendula,rcp26,0,0
19_158,Betulapendula,rcp45,1,0
19_158,Betulapendula,rcp85,0,0
19_158,Betulapubescens,rcp26,0,0
19_158,Betulapubescens,rcp45,0,0
19_158,Betulapubescens,rcp85,0,0
19_158,Carpinusbetulus,rcp26,8,1
19_158,Carpinusbetulus,rcp45,8,1
19_158,Carpinusbetulus,rcp85,8,1
19_158,Castaneasativa,rcp26,2,0
19_158,Castaneasativa,rcp45,3,0
19_158,Castaneasativa,rcp85,2,0
19_158,Fagussylvatica,rcp26,2,0
19_158,Fagussylvatica,rcp45,1,0
19_158,Fagussylvatica,rcp85,1,0
19_158,Fraxinusexcelsior,rcp26,8,1
19_158,Fraxinusexcelsior,rcp45,8,1
19_158,Fraxinusexcelsior,rcp85,7,0
19_158,Fraxinusornus,rcp26,0,0
19_158,Fraxinusornus,rcp45,0,0
19_158,Fraxinusornus,rcp85,0,0
19_158,Juglansregia,rcp26,3,0
19_158,Juglansregia,rcp45,7,0
19_158,Juglansregia,rcp85,5,0
19_158,Larixdecidua,rcp26,0,0
19_158,Larixdecidua,rcp45,0,0
19_158,Larixdecidua,rcp85,0,0
19_158,Ostryacarpinifolia,rcp26,0,0
19_158,Ostryacarpinifolia,rcp45,0,0
19_158,Ostryacarpinifolia,rcp85,0,0
19_158,Piceaabies,rcp26,0,0
19_158,Piceaabies,rcp45,0,0
19_158,Piceaabies,rcp85,0,0
19_158,Pinussylvestris,rcp26,0,0
19_158,Pinussylvestris,rcp45,0,0
19_158,Pinussylvestris,rcp85,0,0
19_158,Populusalba,rcp26,8,1
19_158,Populusalba,rcp45,8,1
19_158,Populusalba,rcp85,8,1
19_158,Populuscanescens,rcp26,8,1
19_158,Populuscanescens,rcp45,7,0
19_158,Populuscanescens,rcp85,6,0
19_158,Populusnigra,rcp26,7,0
19_158,Populusnigra,rcp45,8,1
19_158,Populusnigra,rcp85,7,0
19_158,Populustremula,rcp26,8,1
19_158,Populustremula,rcp45,6,0
19_158,Populustremula,rcp85,4,0
19_158,Prunusavium,rcp26,8,1
19_158,Prunusavium,rcp45,8,1
19_158,Prunusavium,rcp85,7,0
19_158,Quercuscerris,rcp26,0,0
19_158,Quercuscerris,rcp45,0,0
19_158,Quercuscerris,rcp85,0,0
19_158,Quercuscoccifera,rcp26,0,0
19_158,Quercuscoccifera,rcp45,0,0
19_158,Quercuscoccifera,rcp85,0,0
19_158,Quercusfaginea,rcp26,0,0
19_158,Quercusfaginea,rcp45,0,0
19_158,Quercusfaginea,rcp85,0,0
19_158,Quercusfrainetto,rcp26,0,0
19_158,Quercusfrainetto,rcp45,0,0
19_158,Quercusfrainetto,rcp85,0,0
19_158,Quercusilex,rcp26,0,0
19_158,Quercusilex,rcp45,0,0
19_158,Quercusilex,rcp85,0,0
19_158,Quercuspetraea,rcp26,8,1
19_158,Quercuspetraea,rcp45,8,1
19_158,Quercuspetraea,rcp85,5,0
19_158,Quercuspubescens,rcp26,0,0
19_158,Quercuspubescens,rcp45,1,0
19_158,Quercuspubescens,rcp85,4,0
19_158,Quercuspyrenaica,rcp26,0,0
19_158,Quercuspyrenaica,rcp45,0,0
19_158,Quercuspyrenaica,rcp85,0,0
19_158,Quercusrobur,rcp26,8,1
19_158,Quercusrobur,rcp45,8,1
19_158,Quercusrobur,rcp85,8,1
19_158,Quercussuber,rcp26,0,0
19_158,Quercussuber,rcp45,0,0
19_158,Quercussuber,rcp85,0,0
19_158,Salixalba,rcp26,7,0
19_158,Salixalba,rcp45,6,0
19_158,Salixalba,rcp85,7,0
19_158,Salixfragilis,rcp26,1,0
19_158,Salixfragilis,rcp45,2,0
19_158,Salixfragilis,rcp85,3,0
19_158,Sorbusaria,rcp26,0,0
19_158,Sorbusaria,rcp45,0,0
19_158,Sorbusaria,rcp85,0,0
19_158,Sorbusaucuparia,rcp26,0,0
19_158,Sorbusaucuparia,rcp45,0,0
19_158,Sorbusaucuparia,rcp85,0,0
19_158,Sorbustorminalis,rcp26,3,0
19_158,Sorbustorminalis,rcp45,5,0
19_158,Sorbustorminalis,rcp85,4,0
19_158,Taxusbaccata,rcp26,0,0
19_158,Taxusbaccata,rcp45,0,0
19_158,Taxusbaccata,rcp85,0,0
19_158,Tiliacordata,rcp26,5,0
19_158,Tiliacordata,rcp45,3,0
19_158,Tiliacordata,rcp85,2,0
19_158,Tiliaplatyphyllos,rcp26,8,1
19_158,Tiliaplatyphyllos,rcp45,7,0
19_158,Tiliaplatyphyllos,rcp85,7,0
19_158,Tiliatomentosa,rcp26,0,0
19_158,Tiliatomentosa,rcp45,0,0
19_158,Tiliatomentosa,rcp85,0,0
19_158,Ulmusglabra,rcp26,3,0
19_158,Ulmusglabra,rcp45,0,0
19_158,Ulmusglabra,rcp85,0,0
19_158,Ulmuslaevis,rcp26,6,0
19_158,Ulmuslaevis,rcp45,2,0
19_158,Ulmuslaevis,rcp85,1,0
19_158,Ulmusminor,rcp26,8,1
19_158,Ulmusminor,rcp45,8,1
19_158,Ulmusminor,rcp85,8,1
19_159,Abiesalba,rcp26,0,0
19_159,Abiesalba,rcp45,0,0
19_159,Abiesalba,rcp85,0,0
19_159,Acercampestre,rcp26,8,1
19_159,Acercampestre,rcp45,8,1
19_159,Acercampestre,rcp85,8,1
19_159,Acerplatanoides,rcp26,2,0
19_159,Acerplatanoides,rcp45,2,0
19_159,Acerplatanoides,rcp85,0,0
19_159,Acerpseudoplatanus,rcp26,6,0
19_159,Acerpseudoplatanus,rcp45,3,0
19_159,Acerpseudoplatanus,rcp85,2,0
19_159,Aesculushippocastanum,rcp26,8,1
